genes	t	S	N	dNdS	dN	dS
XP_015769525.1_aten_0.1.m1.30046.m1	0.1074	154.0	602.0	0.1773	0.0184	0.1038
XP_015769530.1_aten_0.1.m1.30050.m1	0.1192	394.0	1142.0	0.2340	0.0216	0.0923
XP_015769531.1_aten_0.1.m1.30052.m1	0.0773	326.2	924.8	0.2824	0.0155	0.0549
XP_015769539.1_aten_0.1.m1.24343.m1	0.3464	335.8	1026.2	0.6970	0.1043	0.1496
XP_015769541.1_aten_0.1.m1.24351.m1	0.1374	839.8	2670.2	0.1644	0.0207	0.1257
XP_015769544.1_aten_0.1.m1.24350.m1	0.1218	510.7	1757.3	0.0931	0.0127	0.1365
XP_015769575.1_aten_0.1.m1.19324.m1	1.1384	169.1	631.9	0.4672	0.3058	0.6546
XP_015769576.1_aten_0.1.m1.36875.m1	0.2661	163.4	439.6	0.3849	0.0619	0.1608
XP_015769578.1_aten_0.1.m1.19319.m1	0.1462	663.2	1844.8	0.3321	0.0318	0.0958
XP_015769580.1_aten_0.1.m1.19325.m1	0.1268	320.2	1047.8	0.0560	0.0085	0.1526
XP_015769588.1_aten_0.1.m1.5699.m1	0.2078	209.2	645.8	0.2357	0.0386	0.1639
XP_015769590.1_aten_0.1.m1.19328.m1	0.0980	461.1	1305.9	0.1255	0.0116	0.0923
XP_015769591.1_aten_0.1.m1.19333.m1	0.1587	402.0	921.0	0.1560	0.0200	0.1282
XP_015769592.1_aten_0.1.m1.19323.m1	0.4512	96.0	318.0	0.6193	0.1316	0.2125
XP_015769593.1_aten_0.1.m1.19322.m1	0.2619	131.6	363.4	0.9256	0.0855	0.0923
XP_015769605.1_aten_0.1.m1.5708.m1	0.4752	172.8	514.2	0.4373	0.1197	0.2736
XP_015769611.1_aten_0.1.m1.13320.m1	0.1720	343.3	949.7	0.6228	0.0494	0.0793
XP_015769613.1_aten_0.1.m1.13315.m1	0.4516	770.2	2214.8	0.5055	0.1202	0.2378
XP_015769615.1_aten_0.1.m1.13308.m1	0.6492	323.1	1266.9	0.4109	0.1676	0.4079
XP_015769617.1_aten_0.1.m1.13292.m1	0.1963	297.2	905.8	0.3206	0.0430	0.1340
XP_015769629.1_aten_0.1.m1.13317.m1	0.1721	78.2	275.8	0.4330	0.0445	0.1028
XP_015769630.1_aten_0.1.m1.13312.m1	0.3547	364.6	1090.4	0.3267	0.0780	0.2387
XP_015769631.1_aten_0.1.m1.13293.m1	0.0842	474.0	1194.0	0.1389	0.0102	0.0732
XP_015769632.1_aten_0.1.m1.13295.m1	0.1631	296.7	918.3	0.3614	0.0380	0.1051
XP_015769641.1_aten_0.1.m1.13309.m1	0.1051	645.7	1775.3	0.0607	0.0068	0.1126
XP_015769652.1_aten_0.1.m1.13310.m1	0.1081	943.0	2450.0	0.3517	0.0238	0.0678
XP_015769656.1_aten_0.1.m1.13294.m1	0.1254	469.3	1237.7	0.0482	0.0065	0.1349
XP_015769658.1_aten_0.1.m1.13311.m1	0.0996	578.0	1681.0	0.1890	0.0158	0.0837
XP_015769664.1_aten_0.1.m1.12460.m1	0.1753	757.3	2377.7	0.3821	0.0420	0.1100
XP_015769666.1_aten_0.1.m1.12464.m1	0.1959	444.7	1538.3	0.1969	0.0341	0.1732
XP_015769668.1_aten_0.1.m1.12472.m1	0.2390	224.8	777.2	0.2478	0.0474	0.1912
XP_015769670.1_aten_0.1.m1.12470.m1	0.0853	212.2	672.8	0.3924	0.0207	0.0529
XP_015769674.1_aten_0.1.m1.12465.m1	0.2892	557.3	1650.7	0.4174	0.0713	0.1708
XP_015769678.1_aten_0.1.m1.36878.m1	0.2108	290.0	553.0	0.6478	0.0592	0.0914
XP_015769680.1_aten_0.1.m1.12461.m1	0.1147	297.8	917.2	0.3692	0.0270	0.0730
XP_015769681.1_aten_0.1.m1.12463.m1	0.2235	206.7	579.3	0.4225	0.0548	0.1297
XP_015769684.1_aten_0.1.m1.12482.m1	0.0981	256.7	763.3	0.1282	0.0121	0.0941
XP_015769685.1_aten_0.1.m1.12479.m1	0.0807	214.7	697.3	0.1517	0.0116	0.0765
XP_015769688.1_aten_0.1.m1.12478.m1	0.1201	427.7	1531.3	0.2051	0.0217	0.1057
XP_015769691.1_aten_0.1.m1.12481.m1	0.0939	188.8	543.2	0.5698	0.0262	0.0460
XP_015769693.1_aten_0.1.m1.12483.m1	0.0366	112.1	418.9	0.0010	0.0001	0.0575
XP_015769695.1_aten_0.1.m1.12477.m1	0.1083	142.8	382.2	0.1761	0.0159	0.0902
XP_015769713.1_aten_0.1.m1.12462.m1	0.0545	139.7	364.3	0.0010	0.0001	0.0654
XP_015769717.1_aten_0.1.m1.23658.m1	0.6630	271.6	931.4	0.3523	0.1562	0.4433
XP_015769721.1_aten_0.1.m1.23612.m1	0.1122	358.9	1009.1	0.1521	0.0152	0.0998
XP_015769722.1_aten_0.1.m1.23609.m1	0.0976	654.1	1526.9	0.1082	0.0094	0.0866
XP_015769730.1_aten_0.1.m1.23656.m1	0.0479	99.5	311.5	0.0571	0.0032	0.0560
XP_015769731.1_aten_0.1.m1.23659.m1	0.3949	91.4	289.6	0.4696	0.1036	0.2206
XP_015769744.1_aten_0.1.m1.23642.m1	0.1026	254.2	708.8	0.2739	0.0201	0.0735
XP_015769746.1_aten_0.1.m1.23613.m1	0.0705	298.1	787.9	0.0327	0.0026	0.0789
XP_015769750.1_aten_0.1.m1.8228.m1	0.1872	166.8	586.2	0.2750	0.0394	0.1432
XP_015769752.1_aten_0.1.m1.9426.m1	0.1570	330.0	969.0	0.2235	0.0278	0.1244
XP_015769754.1_aten_0.1.m1.9433.m1	0.1503	331.3	1015.7	0.2661	0.0299	0.1122
XP_015769755.1_aten_0.1.m1.9427.m1	0.1442	175.6	526.4	0.2214	0.0256	0.1155
XP_015769762.1_aten_0.1.m1.9434.m1	0.1172	703.4	2029.6	0.2532	0.0222	0.0877
XP_015769763.1_aten_0.1.m1.9399.m1	0.2106	351.9	1130.1	1.3302	0.0746	0.0561
XP_015769764.1_aten_0.1.m1.8237.m1	0.0904	303.0	834.0	0.0226	0.0024	0.1065
XP_015769777.1_aten_0.1.m1.36874.m1	0.2490	130.1	454.9	1.9042	0.0928	0.0487
XP_015769778.1_aten_0.1.m1.9423.m1	0.1738	347.0	1084.0	0.3819	0.0416	0.1089
XP_015769786.1_aten_0.1.m1.9419.m1	0.1342	309.8	839.2	0.1309	0.0160	0.1224
XP_015769798.1_aten_0.1.m1.8828.m1	0.2741	597.5	1919.5	0.3825	0.0661	0.1727
XP_015769805.1_aten_0.1.m1.5676.m1	0.1317	175.4	475.6	0.3343	0.0286	0.0855
XP_015769812.1_aten_0.1.m1.5683.m1	0.1062	90.5	242.5	0.1996	0.0169	0.0848
XP_015769866.1_aten_0.1.m1.5095.m1	0.3768	239.1	732.9	0.5676	0.1058	0.1864
XP_015769868.1_aten_0.1.m1.5082.m1	0.8768	224.3	648.7	0.5767	0.2459	0.4264
XP_015769874.1_aten_0.1.m1.34573.m1	0.1117	197.2	516.8	0.3272	0.0237	0.0726
XP_015769875.1_aten_0.1.m1.34572.m1	0.2576	129.7	332.3	0.3396	0.0555	0.1636
XP_015769901.1_aten_0.1.m1.5674.m1	0.0352	262.6	805.4	0.1108	0.0039	0.0356
XP_015769904.1_aten_0.1.m1.5087.m1	0.0725	421.0	1043.0	0.1199	0.0078	0.0648
XP_015769905.1_aten_0.1.m1.5089.m1	0.2150	236.7	675.3	0.4026	0.0517	0.1285
XP_015769909.1_aten_0.1.m1.34575.m1	0.1427	335.0	1135.0	0.1797	0.0233	0.1297
XP_015769918.1_aten_0.1.m1.1046.m1	0.3090	254.1	765.9	0.4268	0.0772	0.1808
XP_015769921.1_aten_0.1.m1.5672.m1	0.1108	192.6	641.4	0.1949	0.0189	0.0970
XP_015769922.1_aten_0.1.m1.1039.m1	0.3951	226.7	766.3	0.7045	0.1202	0.1706
XP_015769923.1_aten_0.1.m1.1036.m1	0.2065	438.4	1394.6	0.3233	0.0459	0.1419
XP_015769925.1_aten_0.1.m1.1034.m1	0.1057	137.2	426.8	0.0811	0.0094	0.1157
XP_015769926.1_aten_0.1.m1.1029.m1	0.1505	1725.2	4730.8	0.3913	0.0354	0.0906
XP_015769927.1_aten_0.1.m1.1028.m1	0.3498	178.0	686.0	0.3657	0.0859	0.2349
XP_015769934.1_aten_0.1.m1.1030.m1	0.0902	245.3	645.7	0.0918	0.0081	0.0879
XP_015769936.1_aten_0.1.m1.1024.m1	0.0317	148.9	568.1	0.0399	0.0018	0.0441
XP_015769939.1_aten_0.1.m1.5670.m1	0.0715	151.1	394.9	0.0697	0.0051	0.0728
XP_015769940.1_aten_0.1.m1.1027.m1	0.1553	489.4	1469.6	0.2036	0.0262	0.1286
XP_015769941.1_aten_0.1.m1.1025.m1	0.0659	205.1	553.9	0.1591	0.0091	0.0569
XP_015769943.1_aten_0.1.m1.1042.m1	0.1260	426.8	1232.2	0.1653	0.0183	0.1105
XP_015769945.1_aten_0.1.m1.1040.m1	0.3818	187.5	628.5	0.3020	0.0831	0.2752
XP_015769948.1_aten_0.1.m1.1048.m1	0.0875	130.9	418.1	0.1911	0.0145	0.0760
XP_015769951.1_aten_0.1.m1.1041.m1	0.0953	825.2	2381.8	0.0746	0.0076	0.1016
XP_015769956.1_aten_0.1.m1.1017.m1	0.0947	133.8	382.2	0.1160	0.0106	0.0915
XP_015769965.1_aten_0.1.m1.1055.m1	0.6248	173.8	561.2	0.4629	0.1634	0.3531
XP_015769969.1_aten_0.1.m1.21238.m1	0.1294	253.9	823.1	0.2321	0.0242	0.1044
XP_015769977.1_aten_0.1.m1.21247.m1	0.0859	114.9	413.1	0.0958	0.0094	0.0979
XP_015769984.1_aten_0.1.m1.21233.m1	0.1683	156.4	533.6	0.2647	0.0344	0.1301
XP_015769989.1_aten_0.1.m1.5673.m1	0.2036	59.6	255.4	0.4936	0.0568	0.1152
XP_015769990.1_aten_0.1.m1.21216.m1	0.1293	528.9	1535.1	0.3931	0.0309	0.0785
XP_015770006.1_aten_0.1.m1.21248.m1	0.1778	234.1	605.9	0.3568	0.0395	0.1106
XP_015770008.1_aten_0.1.m1.21244.m1	0.4329	111.4	380.6	0.3796	0.1053	0.2775
XP_015770010.1_aten_0.1.m1.10138.m1	0.1394	379.5	1228.5	0.2126	0.0248	0.1167
XP_015770016.1_aten_0.1.m1.10156.m1	0.4029	442.4	1486.6	0.5041	0.1096	0.2174
XP_015770020.1_aten_0.1.m1.10163.m1	0.2284	250.9	739.1	0.4355	0.0573	0.1316
XP_015770035.1_aten_0.1.m1.10157.m1	0.0750	251.5	639.5	0.0185	0.0016	0.0846
XP_015770037.1_aten_0.1.m1.10154.m1	0.1636	461.7	1410.3	0.2153	0.0287	0.1334
XP_015770046.1_aten_0.1.m1.10128.m1	0.1012	367.5	841.5	0.2686	0.0185	0.0687
XP_015770047.1_aten_0.1.m1.10167.m1	0.1174	249.1	638.9	0.2072	0.0189	0.0911
XP_015770051.1_aten_0.1.m1.10131.m1	0.1350	262.1	706.9	0.3235	0.0287	0.0888
XP_015770053.1_aten_0.1.m1.10160.m1	0.1548	312.3	812.7	0.1940	0.0240	0.1235
XP_015770058.1_aten_0.1.m1.4728.m1	0.5966	161.6	447.4	0.6227	0.1713	0.2751
XP_015770075.1_aten_0.1.m1.4726.m1	0.1265	585.9	1565.1	0.1187	0.0139	0.1175
XP_015770097.1_aten_0.1.m1.4730.m1	0.2785	163.2	616.8	0.3670	0.0682	0.1859
XP_015770108.1_aten_0.1.m1.4714.m1	0.2122	278.0	682.0	0.3626	0.0469	0.1293
XP_015770137.1_aten_0.1.m1.6489.m1	0.3377	123.8	338.2	0.4171	0.0819	0.1963
XP_015770147.1_aten_0.1.m1.6487.m1	0.1644	301.9	886.1	0.3516	0.0373	0.1061
XP_015770174.1_aten_0.1.m1.6464.m1	0.1001	738.1	2057.9	0.1223	0.0115	0.0943
XP_015770200.1_aten_0.1.m1.6446.m1	0.1685	1215.7	3296.3	0.5214	0.0450	0.0864
XP_015770204.1_aten_0.1.m1.9865.m1	0.4738	340.2	1000.8	0.6362	0.1379	0.2168
XP_015770205.1_aten_0.1.m1.36872.m1	0.2021	329.6	870.4	0.5430	0.0547	0.1008
XP_015770206.1_aten_0.1.m1.9868.m1	0.1649	1365.0	3735.0	0.2813	0.0326	0.1160
XP_015770221.1_aten_0.1.m1.6424.m1	0.4320	340.9	1174.1	0.5799	0.1238	0.2135
XP_015770233.1_aten_0.1.m1.15681.m1	0.1719	375.6	1130.4	0.4031	0.0418	0.1038
XP_015770238.1_aten_0.1.m1.20792.m1	5.5515	307.7	1006.3	0.1619	0.8367	5.1665
XP_015770242.1_aten_0.1.m1.20109.m1	0.1287	422.6	1191.4	0.6033	0.0366	0.0607
XP_015770246.1_aten_0.1.m1.20090.m1	0.2302	758.2	2397.8	0.4007	0.0564	0.1409
XP_015770249.1_aten_0.1.m1.20108.m1	0.0965	688.4	1939.6	0.2450	0.0178	0.0726
XP_015770260.1_aten_0.1.m1.20099.m1	0.1810	1226.7	3858.3	0.5681	0.0510	0.0898
XP_015770262.1_aten_0.1.m1.20092.m1	0.0580	121.9	415.1	0.5984	0.0168	0.0281
XP_015770263.1_aten_0.1.m1.10432.m1	0.1173	1269.1	4094.9	0.2469	0.0227	0.0919
XP_015770264.1_aten_0.1.m1.20101.m1	0.5004	206.5	786.5	0.5019	0.1383	0.2755
XP_015770266.1_aten_0.1.m1.20094.m1	0.1090	131.9	465.1	0.0453	0.0064	0.1418
XP_015770267.1_aten_0.1.m1.20088.m1	0.0596	183.5	389.5	0.1734	0.0079	0.0454
XP_015770269.1_aten_0.1.m1.20087.m1	0.1154	832.0	2642.0	0.2248	0.0211	0.0937
XP_015770270.1_aten_0.1.m1.20086.m1	0.0569	69.4	212.6	0.0766	0.0048	0.0625
XP_015770274.1_aten_0.1.m1.10463.m1	0.2927	338.1	1116.9	0.4823	0.0781	0.1619
XP_015770278.1_aten_0.1.m1.20106.m1	0.1106	195.5	488.5	0.2722	0.0209	0.0768
XP_015770283.1_aten_0.1.m1.20078.m1	0.0569	276.9	677.1	0.0513	0.0030	0.0581
XP_015770285.1_aten_0.1.m1.10453.m1	0.1837	617.2	1749.8	0.4238	0.0452	0.1067
XP_015770286.1_aten_0.1.m1.20081.m1	0.1067	188.0	658.0	0.1115	0.0128	0.1151
XP_015770289.1_aten_0.1.m1.20079.m1	0.2027	226.4	652.6	0.4877	0.0532	0.1090
XP_015770291.1_aten_0.1.m1.20110.m1	0.3074	147.6	470.4	0.7364	0.0944	0.1282
XP_015770293.1_aten_0.1.m1.20107.m1	0.0724	150.2	446.8	0.0010	0.0001	0.0956
XP_015770295.1_aten_0.1.m1.10461.m1	0.1370	356.5	1539.5	0.3345	0.0332	0.0993
XP_015770297.1_aten_0.1.m1.4569.m1	0.1866	386.5	1143.5	0.2488	0.0353	0.1418
XP_015770306.1_aten_0.1.m1.10470.m1	0.3091	106.0	284.0	0.5197	0.0824	0.1585
XP_015770310.1_aten_0.1.m1.4575.m1	0.1362	126.1	347.9	0.2761	0.0268	0.0969
XP_015770313.1_aten_0.1.m1.36867.m1	0.0613	176.7	447.3	0.1238	0.0068	0.0550
XP_015770316.1_aten_0.1.m1.10484.m1	0.1797	605.8	2013.2	0.2526	0.0356	0.1408
XP_015770321.1_aten_0.1.m1.4576.m1	0.2812	611.4	1683.6	0.5694	0.0780	0.1370
XP_015770327.1_aten_0.1.m1.22509.m1	0.1402	254.4	873.6	0.4639	0.0371	0.0799
XP_015770351.1_aten_0.1.m1.14911.m1	0.1511	1055.1	3150.9	0.4612	0.0390	0.0845
XP_015770354.1_aten_0.1.m1.22522.m1	0.2956	200.7	645.3	0.3615	0.0694	0.1921
XP_015770356.1_aten_0.1.m1.26255.m1	0.0888	4145.3	11115.7	0.1822	0.0133	0.0732
XP_015770365.1_aten_0.1.m1.22510.m1	0.4677	190.5	550.5	0.6347	0.1358	0.2140
XP_015770381.1_aten_0.1.m1.27237.m1	0.1648	911.5	2556.5	0.4808	0.0428	0.0890
XP_015770382.1_aten_0.1.m1.27241.m1	0.2195	259.6	769.4	0.1697	0.0327	0.1929
XP_015770387.1_aten_0.1.m1.23671.m1	0.4533	106.2	355.8	1.3243	0.1601	0.1209
XP_015770389.1_aten_0.1.m1.27238.m1	0.0658	267.1	887.9	0.1671	0.0102	0.0610
XP_015770392.1_aten_0.1.m1.27240.m1	0.2812	136.1	406.9	0.2493	0.0534	0.2143
XP_015770393.1_aten_0.1.m1.27246.m1	0.1928	198.1	566.9	0.5215	0.0519	0.0996
XP_015770395.1_aten_0.1.m1.27258.m1	0.1852	135.5	356.5	0.2771	0.0359	0.1297
XP_015770399.1_aten_0.1.m1.12783.m1	0.1465	320.3	816.7	0.3980	0.0342	0.0860
XP_015770404.1_aten_0.1.m1.10375.m1	0.2517	487.7	1444.3	0.4419	0.0636	0.1440
XP_015770445.1_aten_0.1.m1.24090.m1	1.1918	85.4	244.6	0.6012	0.3391	0.5640
XP_015770449.1_aten_0.1.m1.23164.m1	0.3818	153.6	485.4	0.3679	0.0901	0.2448
XP_015770452.1_aten_0.1.m1.17912.m1	0.1727	146.5	411.5	0.3882	0.0407	0.1049
XP_015770453.1_aten_0.1.m1.17915.m1	0.0764	109.4	298.6	0.1514	0.0102	0.0672
XP_015770454.1_aten_0.1.m1.17924.m1	0.2846	471.5	1610.5	0.4374	0.0735	0.1680
XP_015770455.1_aten_0.1.m1.17919.m1	0.1538	385.4	1138.6	0.5066	0.0411	0.0812
XP_015770458.1_aten_0.1.m1.17913.m1	0.0645	105.9	323.1	0.7240	0.0196	0.0271
XP_015770462.1_aten_0.1.m1.17938.m1	0.1689	1045.4	2905.6	0.5619	0.0467	0.0831
XP_015770463.1_aten_0.1.m1.17933.m1	0.1150	258.9	923.1	0.1410	0.0164	0.1165
XP_015770465.1_aten_0.1.m1.17939.m1	0.0604	131.6	630.4	0.1350	0.0096	0.0708
XP_015770472.1_aten_0.1.m1.23154.m1	0.3589	552.6	1463.4	0.8551	0.1143	0.1337
XP_015770476.1_aten_0.1.m1.23160.m1	0.1073	334.0	899.0	0.2128	0.0179	0.0840
XP_015770484.1_aten_0.1.m1.17917.m1	0.1177	300.3	743.7	0.4433	0.0288	0.0650
XP_015770490.1_aten_0.1.m1.4827.m1	0.2273	357.8	1031.2	0.3225	0.0492	0.1525
XP_015770499.1_aten_0.1.m1.14197.m1	0.1304	342.7	1133.3	0.2211	0.0239	0.1082
XP_015770505.1_aten_0.1.m1.14186.m1	0.0893	463.3	1201.7	0.3796	0.0205	0.0539
XP_015770509.1_aten_0.1.m1.14202.m1	0.1264	165.0	444.0	0.1716	0.0182	0.1063
XP_015770514.1_aten_0.1.m1.14170.m1	0.0977	1021.8	2821.2	0.2386	0.0176	0.0738
XP_015770516.1_aten_0.1.m1.14173.m1	0.1220	712.9	2041.1	0.5646	0.0339	0.0600
XP_015770517.1_aten_0.1.m1.14183.m1	0.1161	660.0	1890.0	0.3094	0.0245	0.0793
XP_015770518.1_aten_0.1.m1.14181.m1	0.2333	164.5	423.5	0.3239	0.0491	0.1516
XP_015770519.1_aten_0.1.m1.14175.m1	0.0537	326.3	894.7	0.1416	0.0068	0.0482
XP_015770521.1_aten_0.1.m1.14171.m1	0.3163	184.2	589.8	0.4898	0.0845	0.1725
XP_015770523.1_aten_0.1.m1.14178.m1	0.0803	265.0	737.0	0.2211	0.0139	0.0627
XP_015770524.1_aten_0.1.m1.14196.m1	0.0982	401.6	1089.4	0.1341	0.0119	0.0891
XP_015770525.1_aten_0.1.m1.14195.m1	0.1175	500.3	1284.7	0.7186	0.0353	0.0491
XP_015770526.1_aten_0.1.m1.14201.m1	0.2761	90.1	284.9	1.1350	0.0947	0.0835
XP_015770531.1_aten_0.1.m1.14191.m1	0.1115	797.6	2253.4	0.1409	0.0143	0.1017
XP_015770533.1_aten_0.1.m1.14203.m1	0.1834	119.8	462.2	0.1839	0.0320	0.1738
XP_015770536.1_aten_0.1.m1.14207.m1	0.0819	180.5	515.5	0.2064	0.0137	0.0663
XP_015770537.1_aten_0.1.m1.14192.m1	0.0974	280.5	874.5	0.4378	0.0247	0.0565
XP_015770543.1_aten_0.1.m1.34431.m1	0.2537	300.1	896.9	0.2501	0.0483	0.1930
XP_015770544.1_aten_0.1.m1.38117.m1	0.1791	161.3	609.7	0.5365	0.0506	0.0942
XP_015770552.1_aten_0.1.m1.34465.m1	0.1364	298.7	847.3	0.1949	0.0219	0.1123
XP_015770557.1_aten_0.1.m1.34466.m1	0.1379	156.1	446.9	0.5180	0.0371	0.0715
XP_015770558.1_aten_0.1.m1.34459.m1	0.2579	155.3	444.7	0.2831	0.0519	0.1834
XP_015770560.1_aten_0.1.m1.34430.m1	0.2140	491.2	1434.8	0.3434	0.0480	0.1396
XP_015770572.1_aten_0.1.m1.34441.m1	0.0890	229.8	817.2	0.0193	0.0024	0.1265
XP_015770577.1_aten_0.1.m1.34442.m1	0.1393	295.5	898.5	0.1489	0.0192	0.1292
XP_015770601.1_aten_0.1.m1.11467.m1	0.2044	481.1	1561.9	0.4092	0.0508	0.1242
XP_015770608.1_aten_0.1.m1.11474.m1	0.1061	229.2	655.8	0.1648	0.0153	0.0928
XP_015770611.1_aten_0.1.m1.11468.m1	0.0502	388.0	986.0	0.2532	0.0091	0.0361
XP_015770615.1_aten_0.1.m1.11471.m1	0.0857	155.7	498.3	0.3758	0.0205	0.0545
XP_015770625.1_aten_0.1.m1.14459.m1	0.3932	451.3	1348.7	0.5339	0.1075	0.2014
XP_015770632.1_aten_0.1.m1.26795.m1	0.5512	51.1	194.9	0.7463	0.1716	0.2299
XP_015770634.1_aten_0.1.m1.14466.m1	0.1475	623.7	1650.3	0.4837	0.0380	0.0786
XP_015770640.1_aten_0.1.m1.14468.m1	0.0521	239.7	636.3	0.0262	0.0016	0.0594
XP_015770645.1_aten_0.1.m1.18791.m1	0.4440	322.7	973.3	0.6326	0.1293	0.2044
XP_015770648.1_aten_0.1.m1.4831.m1	3.5792	124.3	451.7	0.1163	0.4519	3.8860
XP_015770650.1_aten_0.1.m1.18779.m1	0.1148	323.8	879.2	0.3271	0.0246	0.0753
XP_015770651.1_aten_0.1.m1.6486.m1	0.1630	157.9	499.1	0.2696	0.0329	0.1220
XP_015770655.1_aten_0.1.m1.1149.m1	0.0992	320.2	768.8	0.2768	0.0187	0.0676
XP_015770657.1_aten_0.1.m1.1160.m1	0.2351	230.6	708.4	0.4937	0.0626	0.1268
XP_015770661.1_aten_0.1.m1.29692.m1	0.1850	651.4	1814.6	0.3386	0.0407	0.1201
XP_015770667.1_aten_0.1.m1.1161.m1	0.1256	381.0	990.0	0.4197	0.0303	0.0721
XP_015770668.1_aten_0.1.m1.1162.m1	0.1087	299.6	903.4	0.2434	0.0204	0.0839
XP_015770669.1_aten_0.1.m1.1159.m1	0.1367	239.0	658.0	0.3955	0.0324	0.0819
XP_015770670.1_aten_0.1.m1.1156.m1	0.0111	208.0	662.0	0.0010	0.0000	0.0155
XP_015770673.1_aten_0.1.m1.1148.m1	0.1272	154.1	460.9	0.2502	0.0242	0.0968
XP_015770685.1_aten_0.1.m1.1166.m1	0.1130	771.4	2075.6	0.4043	0.0269	0.0666
XP_015770686.1_aten_0.1.m1.1153.m1	0.0600	184.4	586.6	0.0466	0.0034	0.0728
XP_015770688.1_aten_0.1.m1.1513.m1	0.1661	707.8	2007.2	0.3044	0.0347	0.1140
XP_015770694.1_aten_0.1.m1.1504.m1	0.0833	404.9	1191.1	0.0871	0.0076	0.0871
XP_015770695.1_aten_0.1.m1.1502.m1	0.2225	237.8	722.2	0.3633	0.0517	0.1423
XP_015770700.1_aten_0.1.m1.6479.m1	0.1514	148.1	430.9	0.2492	0.0285	0.1144
XP_015770702.1_aten_0.1.m1.1491.m1	0.1902	564.5	1724.5	0.2847	0.0391	0.1375
XP_015770703.1_aten_0.1.m1.1496.m1	0.0915	681.0	1959.0	0.0810	0.0078	0.0959
XP_015770706.1_aten_0.1.m1.1487.m1	0.5200	200.0	613.0	0.3214	0.1141	0.3549
XP_015770728.1_aten_0.1.m1.1498.m1	0.0681	130.6	418.4	0.8731	0.0219	0.0251
XP_015770731.1_aten_0.1.m1.1490.m1	0.1203	294.0	696.0	0.2933	0.0234	0.0797
XP_015770732.1_aten_0.1.m1.1506.m1	0.0967	96.3	341.7	0.2104	0.0177	0.0840
XP_015770733.1_aten_0.1.m1.672.m1	0.1705	182.0	514.0	0.2958	0.0350	0.1184
XP_015770735.1_aten_0.1.m1.666.m1	0.3938	260.8	843.2	0.6407	0.1159	0.1809
XP_015770739.1_aten_0.1.m1.640.m1	1.0323	123.1	443.9	0.6203	0.3037	0.4897
XP_015770740.1_aten_0.1.m1.644.m1	0.2590	653.6	2451.4	0.4178	0.0668	0.1598
XP_015770743.1_aten_0.1.m1.639.m1	0.1341	244.9	658.1	0.2022	0.0216	0.1068
XP_015770746.1_aten_0.1.m1.661.m1	0.5033	232.5	727.5	0.6798	0.1506	0.2215
XP_015770747.1_aten_0.1.m1.6475.m1	0.0820	226.2	658.8	0.0886	0.0075	0.0850
XP_015770752.1_aten_0.1.m1.676.m1	0.1535	277.5	940.5	0.2973	0.0333	0.1119
XP_015770761.1_aten_0.1.m1.675.m1	0.0937	437.1	1317.9	0.2488	0.0178	0.0716
XP_015770764.1_aten_0.1.m1.683.m1	0.1943	251.5	828.5	0.2203	0.0355	0.1612
XP_015770765.1_aten_0.1.m1.664.m1	0.2785	262.8	856.2	0.9079	0.0907	0.0999
XP_015770769.1_aten_0.1.m1.668.m1	0.1177	368.5	795.5	0.4270	0.0275	0.0645
XP_015770776.1_aten_0.1.m1.669.m1	0.1708	163.8	448.2	0.7834	0.0530	0.0676
XP_015770779.1_aten_0.1.m1.641.m1	0.2063	327.1	1001.9	0.4533	0.0530	0.1170
XP_015770782.1_aten_0.1.m1.6474.m1	0.1573	216.1	701.9	0.3801	0.0379	0.0997
XP_015770784.1_aten_0.1.m1.10837.m1	0.3587	87.1	320.9	0.3186	0.0821	0.2576
XP_015770788.1_aten_0.1.m1.10856.m1	0.2433	245.4	993.6	0.3861	0.0617	0.1598
XP_015770797.1_aten_0.1.m1.10835.m1	0.0347	67.5	205.5	0.1518	0.0049	0.0320
XP_015770804.1_aten_0.1.m1.10851.m1	0.1493	417.9	1022.1	0.5125	0.0390	0.0761
XP_015770805.1_aten_0.1.m1.10842.m1	0.1131	390.4	995.6	0.1958	0.0175	0.0893
XP_015770808.1_aten_0.1.m1.10854.m1	0.0929	209.6	465.4	0.0010	0.0001	0.0995
XP_015770810.1_aten_0.1.m1.10875.m1	0.2795	660.4	1745.6	0.4662	0.0709	0.1520
XP_015770813.1_aten_0.1.m1.10833.m1	0.0986	440.1	1125.9	0.1066	0.0098	0.0919
XP_015770814.1_aten_0.1.m1.10829.m1	0.3364	142.9	484.1	0.3505	0.0788	0.2249
XP_015770816.1_aten_0.1.m1.10862.m1	0.1471	334.0	848.0	0.1671	0.0204	0.1218
XP_015770820.1_aten_0.1.m1.10863.m1	0.1424	371.4	951.6	0.6234	0.0406	0.0651
XP_015770822.1_aten_0.1.m1.36866.m1	0.1280	88.7	256.3	0.3400	0.0285	0.0837
XP_015770827.1_aten_0.1.m1.10852.m1	0.3852	128.6	417.4	0.3495	0.0893	0.2554
XP_015770839.1_aten_0.1.m1.6457.m1	0.1613	762.5	2105.5	0.8419	0.0512	0.0608
XP_015770847.1_aten_0.1.m1.22771.m1	0.2994	154.4	421.6	0.2826	0.0594	0.2102
XP_015770849.1_aten_0.1.m1.22769.m1	0.2857	265.0	914.0	0.3503	0.0672	0.1919
XP_015770859.1_aten_0.1.m1.22765.m1	0.0681	187.0	716.0	0.0279	0.0028	0.0990
